Pre-Prod No.;Client;Description;Date Sent on Proof;Proof Approved (Digital);Size of Eyemark;Artwork Received;Revised Artwork After Trialling;comments;
16601;Indigo Cosmetics;Hoity Toity Original Body Lotion  Xmas 2021 150ml (100 samples);25.03.21;06.04.2021;8X3;11.03.2021;;;
16619;ZA Natural Care;Pramie Facial Cream 100ml;25.03.21;25.03.2021;8X3;24.03.2021;;;
16623;Saradox;Goodstuff ECR Cream Cleanser 150ml;26.03.21;29.03.2021;8X3;18.03.2021;;;
16625;Saradox;Goodstuff RnR Rooibos & Moroccan Argan Oil Hand Cream 75ml;26.03.21;29.03.2021;8X3;26.03.2021;;;
16595;Lee-Chem;Puer Advance Blemish Rescue Day Cream 50ml;29.03.21;21.04.2021;8X3;08.03.2021;;;
16596;Lee-Chem;Puer Advance Hydro Boost Cream 50ml;29.03.21;21.04.2021;8X3;08.03.2021;;;
16597;Lee-Chem;Puer Advance Radiance Day Cream 5oml;29.03.21;21.04.2021;8X3;08.03.2021;;;
16598;Lee-Chem;Puer Advance Blemish Rescue Gel Cleanser 100ml;29.03.21;21.04.2021;8X3;08.03.2021;;;
16599;Lee-Chem;Puer Advance Radiance Crème Cleanser 100ml;29.03.21;21.04.2021;8X3;08.03.2021;;;
16615;Matsimela Home SPA CC;Puer Asante Breeze Perfumed Hand Cream 30ml;30.03.21;31.03.2021;8X3;30.03.2021;;;
16616;Matsimela Home SPA CC;Puer Asante Blossom perfumed Hand Cream 30ml;30.03.21;31.03.2021;8X3;30.03.2021;;;
16634;Bio Earth Man.;Manna Hot Flush 100ml;01.04.21;06.04.2021;8X3;01.04.2021;;;
16653;Bio Earth Man.;Dexaderm Anti Chafe Sports 30g;13.04.21;19.04.2021;8X3;08.04.2021;;;
16654;Bio Earth Man.;Dexaderm Baby Nappy Rash Cream 30g;13.04.21;19.04.2021;8X3;08.04.2021;;;
16655;Bio Earth Man.;Dexaderm Baby Nappy Rash 10g;13.04.21;19.04.2021;8X3;08.04.2021;;;
16656;Bio Earth Man.;Dexaderm Baby Nappy Rash Cream 100g;13.04.21;19.04.2021;8X3;08.04.2021;;;
16666;Eezysun;Eezysun Aftersun 100ml;19.05.21;19.05.2021;8X3;18.05.2021;19.05.2021;cust0mer revised artwork after trialling;
16667;Eezysun;Eezysun Baby and Kids 100ml;16.05.21;19.05.2021;8X3;18.05.2021;19.05.2021;cust0mer revised artwork after trialling;
16668;Eezysun;Eezysun SPF50 100ml;19.05.21;19.05.2021;8X3;18.05.2021;19.05.2021;cust0mer revised artwork after trialling;
16649;Edelweiss;Jaminah Facial Exfoliator 125ml;20.04.21;21.04.2021;8X3;06.04.2021;;;
16669;Dermasure;Hydration Moisture 75ml;21.04.21;21.04.2021;8X3;15.04.2021;;;
16685;Nutriwoman;HG Hair Removal Cream For Men 125ml;26.04.21;29.04.2021;8X3;19.04.2021;;;
16686;Nutriwoman;HG Hair Removal Cream Regular 125ml;26.04.21;29.04.2021;8X3;19.04.2021;;;
16687;Nutriwoman;HG Hair Removal Cream Sensitive 125ml;26.04.21;29.04.2021;8X3;19.04.2021;;;
16688;Nutriwoman;HG Intimate Hair Removal Cream Bikini 125ml;26.04.21;20.05.2021;8X3;19.04.2021;;;
16689;Nutriwoman;HG Hair Removal Cream Sensitive 50ml;26.04.21;29.04.2021;8X3;19.04.2021;;;
16690;Nutriwoman;HG In -Grown Hair Serum 50ml;26.04.21;29.04.2021;8X3;19.04.2021;;;
16693;Saradox;Goodstuff Bee Natural Cream Cleanser 150ml;29.04.21;03.05.2021;8X3;23.04.2021;;;
16703;Saradox;Goodstuff Be Natural Wild Honey Shea Butter & Vanilla Yoghurt 75ml;29.04.21;30.04.2021;8X3;23.04.2021;;;
16699;CW Pharmaceuticals;Acne Solution Clear Skin Mattifying Hydrator 40ml;29.04.21;30.04.2021;8X3;20.04.2021;;;
16701;Yungskin;Sun Care SPF40 100ml;30.04.21;03.05.2021;8X3;29.04.2021;;;
16658;Honeysuckle;Facial Scrub 100ml;03.05.21;cancelled;8X3;12.04.2021;;Cancelled. Need to be silkscreen;
16705;Honeysuckle;Face Wash 100ml;06.05.21;06.05.2021;8X3;03.04.2021;;;
16717;Marketing and Mercantile Service;Conditioning Shoe Cream Tread + Miller 50ml;01.06.21;03.06.2021;8X3;31.05.2021;01.06.2021;Customer revised artwork after trial;
16749;Umgalelo Products;Umgalelo Toothpaste 100ml;17.05.21;20.05.2021;8X3;17.05.2021;;;
16734;Angelina Natural Care Pty Ltd;Miss Africa Aloe Gel 75ml;20.05.21;24.05.2021;8X3;14.05.2021;;;
16755;PD Pharma;E-Night + Day Cream 50g;20.05.21;cancelled;8X3;17.05.2021;;;
16757;Africa Ovyola Beauty;Busy Bees Soft Touch 100ml;21.05.21;03.06.2021;8X3;20.04.2021;;;
16772;Canway;Coppelia Hand & Body Lotion 100ml;21.05.21;14.06.2021;8X3;19.05.2021;;;
16792;Charisma Candles;Poetry Nursery Hand Cream 100ml;26.05.21;27.05.2021;8X3;18.05.2021;;;
16793;Charisma Candles;Poetry Garden  Hand Cream 100ml;26.05.21;27.05.2021;8X3;18.05.2021;;;
16794;Charisma Candles;Poetry Nursery Sanitiser 100ml;26.05.21;27.05.2021;8X3;18.05.2021;;;
16795;Charisma Candles;Poetry Garden Sanitiser 100ml;26.05.21;27.05.2021;8X3;18.05.2021;;;
16782;HLS Industries;Okusha Tissue Oil Skin Brightening Cream 50ml;27.05.21;31.05.2021;8X3;04.05.2021;;;
16783;HLS Industries;Okusha Tissue Oil Hand & Nail Lotion 75ml;27.05.21;01.06.2021;8X3;04.05.2021;;;
16816;Dermasure;Zone Night Cream 50ml;11.06.21;14.06.2021;8X3;11.06.2021;11.06.2021;Customer changed tube length after trial was done;
16854;The Concord Group;African Rose 100ml;04.06.21;04.06.2021;8X3;04.06.2021;;;
16869;Kool a Sun;Sun Serene 150ml ;06.10.21;08.07.2021;8X3;09.06.2021;;;
16826;Canway;Bye Bye Stress Hand Cream 75ml;09.06.21;14.06.2021;8X3;24.05.2021;;;
16827;Canway;Wrapped In Romance Hand Cream 75ml;09.06.21;14.06.2021;8X3;24.05.2021;;;
16824;Canway;Source Creamy Orchid and Warm Vanilla Body Wash 140ml;09.06.21;21.06.2021;8X3;24.05.2021;;;
16825;Canway;Source Creamy Orchid and Warm Vanilla Hand Cream 75ml;09.06.21;21.06.2021;8X3;24.05.2021;;;
16883;Silverlabs;Skin PHD Silver Healing Gel 75ml;30.06.21;09.07.2021;8X3;30.06.2021;30.06.2021;Customer adjusted artwork after trial;
16899;Saradox;GS RnR Rooibos & Moroccan Argan Oil Hand Cream 75ml;21.06.21;21.06.2021;8X3;15.06.2021;;;
16897;Miller Methods;Skin Breakout Clearing Lotion 75ml;21.06.21;21.06.2021;8X3;14.06.2021;;;
16898;Miller Methods;Natural Solution SPF50 Sunscreen 100ml;21.06.21;21.06.2021;8X3;14.06.2021;;;
16903;Delux Marketing Service CC;Zahara Country Girl Scalp Treatment 100ml;26.07.21;27.07.2021;8X3;18.06.2021;18.06.2021;Customer requested adjustments after trial;
16914;Pepper Tree Packaging;Bergamot & Oud Hand and Nail Cream 75ml;25.06.21;12.07.2021;8X3;25.06.2021;;;
16928;Callendra Holdings;Liquid Foundation 30ml;07.07.21;07.07.2021;8X3;07.07.2021;07.07.2021;Customer revised address after trial;
16936;Matsimela Home SPA CC;Baobab Seed Hand Cream 100ml;01.07.21;23.07.2021;8X3;29.06.2021;;;
16937;Aloe Ferox;Aloe Ferox Moisturising Day Cream 50ml;02.07.21;02.07.2021;8X3;10.06.2021;;;
16938;Aloe Ferox;Aloe Ferox Muscle Gel 75ml;02.07.21;02.07.2021;8X3;10.06.2021;;;
16939;Aloe Ferox;Aloe Ferox Enriched Night Cream 50ml;02.07.21;02.07.2021;8X3;10.06.2021;;;
16940;Aloe Ferox;Aloe Ferox Universal 15ml;02.07.21;02.07.2021;8X3;10.06.2021;;;
16941;Aloe Ferox;Aloe Ferox Wrinkle Less Cream 50ml;02.07.21;02.07.2021;8X3;10.06.2021;;;
16942;Aloe Ferox;Aloe Ferox Super Aloe Gel 75ml;02.08.21;02.08.2021;8X3;02.08.2021;02.08.2021;Customer revised artwork after trialling.;
16947;Peppina (Pty) Ltd;Natures Nourishment Hand Balm 125ml;02.07.21;20.07.2021;8X3;30.06.2021;;;
16950;Face For Him;Intensive Moisturiser 50ml;07.07.21;22.07.2021;8X3;06.07.2021;;;
16951;Face For Him;Facewash 125ml;07.07.21;22.07.2021;8X3;06.07.2021;;;
16952;Face For Him;Moisturiser SPF50 50ml;07.07.21;09.07.2021;8X3;06.07.2021;;;
16872;ZA Natural Care;Pramie Body Lotion 150ml;09.07.21;09.07.2021;8X3;07.07.2021;;;
16875;ZA Natural Care;Pramie Hand Cream 50ml;09.07.21;09.07.2021;8X3;07.07.2021;;;
16833;Canway;Source Rasberry Body Wash 140ml;12.07.21;21.07.2021;8X3;12.07.2021;;;
16973;Sh'zen;Sh'zen lime & Basil Hand Cream 30ml;15.07.21;19.07.2021;8X3;14.07.2021;;;
16974;Sh'zen;Sh'zen Pear & Freesia Hand Cream 30ml;15.07.21;19.07.2021;8X3;14.07.2021;;;
16975;Sh'zen;Sh'zen Tuberose Hand Cream 30ml;15.07.21;19.07.2021;8X3;14.07.2021;;;
16972;B Braun Medical (Pty) Ltd;Biocream Antiseptic Cream 25g;16.07.21;19.07.2021;8X3;16.07.2021;;;
16977;Honeysuckle;Classic Radiance 50ml;20.07.21;21.07.2021;8X3;14.07.2021;;;
16978;Honeysuckle;Shampoo 150ml ( Matt Laq.);20.07.21;22.07.2021;8X3;14.07.2021;;;
16988;Aloe Ferox;ALoe Ferox Facial Mask 50ml;21.07.21;02.08.2021;8X3;13.07.2021;;;
16992;CT Toiletry Co;Bentonite Clay Foot Mask 118ml;26.07.21;02.08.2021;8X3;19.07.2021;;;
16993;CT Toiletry Co;Foot Restoration Cream 118ml;26.07.21;02.08.2021;8X3;19.07.2021;;;
17003;Matsimela Home SPA CC;Aloe Clay Facial Mask 100ml;28.07.21;29.07.2021;8X3;26.07.2021;;;
17004;Matsimela Home SPA CC;Aloe Facial Cleanser 100ml;28.07.21;29.07.2021;8X3;26.07.2021;;;
17005;Matsimela Home SPA CC;Aloe Facial Scrub 100ml;28.07.21;29.07.2021;8X3;26.07.2021;;;
17001;Bio Earth Man.;Recovery Gel R3 100ml;28.07.21;29.07.2021;8X3;28.07.2021;;;
16987;Lycoderm;Skin Renewal Body Cream 150ml;29.07.21;04.08.2021;8X3;23.07.2021;;;
17017;Azochem;Growing Pains 75g;03.08.21;27.09.2021;8X3;02.08.2021;;;
17016;Saradox;GS Bee Natural Luxurious Hand Cream 75ml;03.08.21;04.08.2021;8X3;27.07.2021;;;
17014;Pharmaforce;Go - Pain Arnica Gel 100g;29.09.21;01.10.2021;8X3;29.09.2021;29.09.2021;Customer small adjustment after trialling. Customer did another adjustment ;
17031;Saradox;Good Stuff Bee Natural Baby Bum Cream 100ml;04.08.21;05.08.2021;8X3;23.07.2021;;;
17030;Saradox;GS Here We Glow Again Hand Cream 75ml;25.08.21;26.08.2021;8X3;23.07.2021;25.08.2021;;
17034;Saradox;Skin Tegrity Aloe & Cucumber Gel - 150ml;25.08.21;26.08.2021;8X3;03.08.2021;25.08.2021;;
17035;Saradox;Skin Tegrity Aloe & Cucumber Exfoliating Wash - 150ml;25.08.21;26.08.2021;8X3;03.08.2021;25.08.2021;;
17036;Saradox;Skin Tegrity Rooibos & Vitamin C Cleansing Wash - 150ml;25.08.21;26.08.2021;8X3;03.08.2021;25.08.2021;;
17037;Saradox;Skin Tegrity Rosehip Oil & Hyaluronic Acid - 150ml;25.08.21;26.08.2021;8X3;03.08.2021;25.08.2021;;
17042;Zeta Laboratories;Berry Berry Body Cream 75ml;11.08.21;20.08.2021;8X3;02.08.2021;;;
17043;Zeta Laboratories;Black Oud Body Cream 75ml;11.08.21;20.08.2021;8X3;02.08.2021;;;
17044;Zeta Laboratories;D- Ocean  Body Cream 75ml;11.08.21;20.08.2021;8X3;02.08.2021;;;
17045;Zeta Laboratories;Gorgeous Girl Body Cream 75ml;11.08.21;20.08.2021;8X3;02.08.2021;;;
17046;Zeta Laboratories;S- Candel Body Cream 75ml;11.08.21;20.08.2021;8X3;02.08.2021;;;
17047;Zeta Laboratories;White Oud Body Cream 75ml;11.08.21;20.08.2021;8X3;02.08.2021;;;
17048;Creighton Prod.;Bath Delights Marine Fresh Hand & Nail Cream 25ml;13.08.21;20.08.2021;8X3;04.08.2021;;;
17049;Creighton Prod.;Bath Delights Fruity Sweet Hand & Nail Cream 25ml;13.08.21;20.08.2021;8X3;04.08.2021;;;
17050;Creighton Prod.;Bath Delights Zesty Citrus Hand & Nail Cream 25ml;13.08.21;20.08.2021;8X3;04.08.2021;;;
17051;Creighton Prod.;Bath Delights Fragrance Free Hand & Nail Cream 25ml;13.08.21;20.08.2021;8X3;04.08.2021;;;
17052;Creighton Prod.;Bath Delights Marine Fresh Hand Sanitiser 60ml;13.08.21;20.08.2021;8X3;04.08.2021;;;
17053;Creighton Prod.;Bath Delights Fruity Sweet Hand Sanitiser 60ml;13.08.21;20.08.2021;8X3;04.08.2021;;;
17054;Creighton Prod.;Bath Delights Delights Zesty Citrus Hand Sanitiser 60ml;13.08.21;20.08.2021;8X3;04.08.2021;;;
17055;Creighton Prod.;Bath Delights Fragrance Free Hand Sanitiser 60ml;13.08.21;20.08.2021;8X3;04.08.2021;;;
17056;Creighton Prod.;Bath Delights Marine Fresh Hand & Nail Cream  60ml;13.08.21;20.08.2021;8X3;04.08.2021;;;
17057;Creighton Prod.;Bath Delights Fruity Sweet Hand & Nail Cream  60ml;13.08.21;20.08.2021;8X3;04.08.2021;;;
17058;Creighton Prod.;Bath Delights Zesty Citrus  Hand & Nail Cream  60ml;13.08.21;20.08.2021;8X3;04.08.2021;;;
17059;Creighton Prod.;Bath Delights Fragrance Free Hand & Nail Cream  60ml;13.08.21;20.08.2021;8X3;04.08.2021;;;
17074;Ruva Cosmetics;Childo Perfumed Body Cream 150ml;18.08.21;19.08.2021;8X3;28.07.2021;;;
17075;Ruva Cosmetics;Ruva Perfumed  Body Cream 150ml Option 1;18.08.21;19.08.2021;8X3;28.07.2021;;;
17076;Ruva Cosmetics;Ruva Perfumed  Body Cream 150ml Option 2;18.08.21;19.08.2021;8X3;28.07.2021;;;
15985;Mishonga Pharma;Capsicum Cream 100ml;18.08.21;07.09.2021;8X3;17.08.2021;;;
17094;Matsimela Home SPA CC;Intensive Hand & Nail Repair 100ml;18.08.21;19.08.2021;8X3;05.08.2021;;;
17079;Yungskin;Purifying Face Mask 50ml;24.08.21;26.08.2021;8X3;11.08.2021;;;
17080;Miller Methods;Skin Breakout Clearing Lotion 75ml;25.08.21;25.05.2022;8X3;25.08.2021;;;
17111;Aloe Ferox;Aloe Ferox Hand and Body Lotion 15ml;27.08.21;06.09.2021;8X3;23.08.2021;;;
17112;Aloe Ferox;Aloe Ferox Ultra Rich Night Cream 50ml;27.08.21;06.09.2021;8X3;23.08.2021;;;
17113;Aloe Ferox;Aloe Ferox Hand Cream 75ml;27.08.21;06.09.2021;8X3;23.08.2021;;;
17114;Aloe Ferox;Aloe Ferox AM Aloe Gel 75ml;27.08.21;06.09.2021;8X3;23.08.2021;;;
17115;Aloe Ferox;Aloe Ferox AM Moisturiser 50ml;27.08.21;06.09.2021;8X3;23.08.2021;;;
17119;Honeysuckle;Spot Control 25ml;27.08.21;06.09.2021;8X3;19.08.2021;;;
17120;Honeysuckle;Conditioner 150ml;27.08.21;06.09.2021;8X3;19.08.2021;;;
17121;Honeysuckle;Exfoliator 100ml;27.08.21;06.09.2021;8X3;19.08.2021;;;
17101;Peppina (Pty) Ltd;Natures Nourishment Heel Balm 125ml;31.08.21;02.09.2021;8X3;19.08.2021;;;
17124;Dandelion Distributors;Tube 40x120/6  PBL  Printed Seal Block;03.09.21;08.09.2021;8X3;03.09.2021;;;
17145;Pharma Q;Andolex - C Oral Gel 10g ;07.09.21;09.09.2021;8X3;02.09.2021;;;
17122;Spanjaard;Spanjaard Gearbox & Differential Lubricant 100ml;13.09.21;20.09.2021;8X3;10.09.2021;;;
17158;Aloe Ferox;Aloe Ferox Universal Timeless Range 15ml;08.10.21;11.10.2021;8X3;08.10.2021;08.10.2021;Customer requested adjusted to artwork after trial;
17149;The Concord Group;Medix Tissue Oil Cream 100ml;14.09.21;14.09.2021;8X3;06.09.2021;;;
17164;Yungskin;Hydrating Face Mask 50ml;15.09.21;16.09.2021;8X3;15.09.2021;;;
17134;Lycoderm;Broad Spectrum SPF50 80ml;19.10.21;19.10.2021;8X3;19.10.2021;;customer revised artwork after trial;
17166;Prime Products;5% Moringa Seed Oil With Tangerine Oil 100ml;17.09.21;06.10.2021;8X3;07.09.2021;;;
17167;Prime Products;5% Moringa Seed Oil With Essential Oil 100ml;17.09.21;06.10.2021;8X3;07.09.2021;;;
17168;Prime Products;5% Moringa Seed Oil With Lavender 100ml;17.09.21;06.10.2021;8X3;07.09.2021;;;
17169;Prime Products;5% Moringa Seed Oil With Lime Oil 100ml;17.09.21;06.10.2021;8X3;07.09.2021;;;
17170;Prime Products;5% Moringa Seed Oil With Rose Oil 100ml;17.09.21;06.10.2021;8X3;07.09.2021;;;
17184;Cape Island Designs;Cape Island Wild Coast Natural Hand Cream 75ml;28.10.21;29.10.2021;8X3;10.09.2021;28.10.2021;customer made changes after trials were done;
17185;Cape Island Designs;Cape Island African Storm Natural Hand Cream 75ml;28.10.21;29.10.2021;8X3;10.09.2021;28.10.2021;customer made changes after trials were done;
17186;Cape Island Designs;Cape Island Black Gold Natural Hand Cream 75ml;28.10.21;29.10.2021;8X3;10.09.2021;28.10.2021;customer made changes after trials were done;
17187;Cape Island Designs;Cape Island Clifton Beach Natural Hand Cream 75ml;28.10.21;29.10.2021;8X3;10.09.2021;28.10.2021;customer made changes after trials were done;
17188;Cape Island Designs;Cape Island Safari Days Natural Hand Cream 75ml;28.10.21;29.10.2021;8X3;10.09.2021;28.10.2021;customer made changes after trials were done;
17189;Cape Island Designs;Cape Island Summer Vinyard Natural Hand Cream 75ml;28.10.21;29.10.2021;8X3;10.09.2021;28.10.2021;customer made changes after trials were done;
17210;Aloe Ferox;Aloe Ferox Timeless Range Fynboss Mask 50ml;04.10.21;05.10.2021;8X3;20.09.2021;;;
17211;Aloe Ferox;Aloe Ferox Timeless Range Ultraviolet SPF50 50ml;04.10.21;05.10.2021;8X3;20.09.2021;;;
17198;Be Safe Paramedical CC;Burnease 100ml;05.10.21;11.11.2021;8X3;05.10.2021;;;
17213;The Lash Collection;Luxury Eye 30ml;05.10.21;13.10.2021;8X3;28.09.2021;;;
17199;Black African Organics;BAO Earth Avocado & Moringa Day Cream 50ml;04.10.21;05.10.2021;8X3;09.09.2021;;;
17200;Black African Organics;BAO Earth Avocado & Moringa Night Cream 50ml;04.10.21;05.10.2021;8X3;09.09.2021;;;
17201;Black African Organics;BAO 3 In 1 Mask 100ml;04.10.21;05.10.2021;8X3;09.09.2021;;;
17202;Black African Organics;BAO Earth Avocado & Moringa Cleansing Gel 125ml;04.10.21;05.10.2021;8X3;09.09.2021;;;
17203;Black African Organics;BAO Earth Morrocan Argan & Coffee Exfoliating Scrub 175ml;04.10.21;05.10.2021;8X3;09.09.2021;;;
17195;CT Toiletry Co;MRP Pink Calm Hand Cream 75ml;08.10.21;11.10.2021;8X3;06.10.2021;;;
17196;CT Toiletry Co;MRP Yellow Happy Hand Cream 75ml;22.10.21;22.10.2021;8X3;22.10.2021;22.10.2021;Customer adjusted file after trial. Reproofed and have to retrial;
17197;CT Toiletry Co;MRP Blue Energy Hand Cream 75ml;08.10.21;11.10.2021;8X3;06.10.2021;;;
17224;Kool a Sun;WCBS SPF50 50ml;11.10.21;11.10.2021;8X3;04.10.2021;;;
17217;Calsa CC;Berry Hand and Body Lotion 175ml;11.10.21;14.10.2021;8X3;03.11.2021;03.11.2021;Customer picked up some spelling mistakes on the trial which ahd to be fixed up;
17218;Calsa CC;Cucumber and Mint Hand and Body Lotion 175ml;03.11.21;05.11.2021;8X3;03.11.2021;03.11.2021;Customer picked up some spelling mistakes on the trial which ahd to be fixed up;
17219;Calsa CC;Olive Hand And Body Lotion 175ml;03.11.21;05.11.2021;8X3;08.10.2021;;;
17220;Calsa CC;Rooibos Hand And Body Lotion 175ml;11.10.21;14.10.2021;8X3;08.10.2021;;;
17221;Calsa CC;Vanilla  Hand And Body Lotion 175ml;11.10.21;14.10.2021;8X3;08.10.2021;;;
17243;WBMED (PTY) Ltd;Basix Skin Defence With Kigelia Africana 50ml;14.10.21;14.10.2021;8X3;11.10.2021;;;
17250;Skin PhD Beyond Beauty & Skin;Skin Silver Barrier Cream 75ml;20.10.21;03.11.2021;8X3;20.10.2021;;;
17251;HLS Industries;Truth Rejuvenating Eye Cream 30ml;21.10.21;26.10.2021;8X3;21.10.2021;;;
17252;HLS Industries;Truth Anti-Aging Day Cream 50ml;21.10.21;22.10.2021;8X3;21.10.2021;;;
17253;HLS Industries;Truth Anti-Wrinkle Night Cream 50ml;21.10.21;22.10.2021;8X3;21.10.2021;;;
17254;HLS Industries;Truth Moisturising Hand Cream 50ml;21.10.21;22.10.2021;8X3;21.10.2021;;;
17265;Health Thru Nutrician;Promax CMO 50ml;26.10.21;27.10.2021;8X3;21.10.2021;;;
17277;Indigo Cosmetics;Panache Mothers Day Hand Cream 75ml;02.11.21;08.11.2021;8X3;26.10.2021;;;
17317;Aerosol & Cosm.;WW Longmarket Warm Citrus Hand and Nail 60ml;09.11.21;11.11.2021;8X3;22.10.2021;;;
17318;Aerosol & Cosm.;WW Longmarket Fresh Violet Hand and Nail 60ml;09.11.21;11.11.2021;8X3;22.10.2021;;;
17319;Aerosol & Cosm.;WW Longmarket Green Bouquet Hand and Nail 60ml;09.11.21;11.11.2021;8X3;22.10.2021;;;
17320;Aerosol & Cosm.;WW Longmarket Tuberose Hand and Nail 60ml;09.11.21;11.11.2021;8X3;22.10.2021;;;
17313;Silverlabs;Healing Cream 75ml;09.11.21;22.11.2021;8X3;05.11.2021;;;
17314;Silverlabs;Healing Gel 75ml;09.11.21;22.11.2021;8X3;05.11.2021;;;
17300;Aroma Logo;Carrol Boyes Quicksilver Handcream 125ml;10.11.21;cancelled;8X3;02.11.2021;;;
17301;Aroma Logo;Carrol Boyes Sketchbook  Handcream 125ml;10.11.21;cancelled;8X3;02.11.2021;;;
17302;Aroma Logo;Carrol Boyes Indigo Girls Handcream 125ml;10.11.21;cancelled;8X3;02.11.2021;;;
17315;Silverlabs;Healing Cream 120ml;10.11.21;22.11.2021;8X3;05.11.2021;;;
17316;Silverlabs;Healing Gel 120ml;10.11.21;22.11.2021;8X3;05.11.2021;;;
17341;WBMED (PTY) Ltd;Basix Skin Defence Cream With Kigelia Africana 50ml;11.11.21;15.11.2021;8X3;11.11.2021;;;
17327;Aloe Ferox;Aloe Ferox Moisturizer SPF15 50ml;12.11.21;16.11.2021;8X3;08.11.2021;;;
17328;Aloe Ferox;Aloe Ferox Gel 75ml;12.11.21;16.11.2021;8X3;08.11.2021;;;
17329;Aloe Ferox;Aloe Ferox Bitter Aloe Gel 150ml;12.11.21;16.11.2021;8X3;08.11.2021;;;
17348;Lycoderm;Dr Roediger Zinkoderm 30ml;17.11.21;cancelled;8X3;11.11.2021;;;
17353;Kool a Sun;Reef Safe 150ml;19.11.21;23.11.2021;8X3;16.11.2021;;r;
17354;Kool a Sun;Reef Safe 50ml;19.11.21;23.11.2021;8X3;16.11.2021;;;
17357;Spanjaard;Spanjaard Gearbox & Differential Lubricant 100ml;19.11.21;02.12.2021;8X3;17.11.2021;;;
17359;Catwalk;Cocoa Heaven 75ml;22.11.21;23.11.2021;8X3;18.11.2021;;;
17362;Aloe Ferox;Aloe Ferox Timeless Rnge 24 50ml;23.11.21;24.11.2021;8X3;17.11.2021;;;
17363;Aloe Ferox;Aloe Ferox Timeless Range 24m+ 50ml;23.11.21;24.11.2021;8X3;17.11.2021;;;
17375;Eezysun;Burn Wound Gel 100ml;29.11.21;01.12.2021;8X3;24.11.2021;;;
17376;Eezysun;Nipple Cream 100ml;29.11.21;01.12.2021;8X3;24.11.2021;;;
17377;Eezysun;Cradle Cap Cream 100ml;29.11.21;01.12.2021;8X3;24.11.2021;;;
17378;Eezysun;Baby Bum Cream 100ml;29.11.21;01.12.2021;8X3;24.11.2021;;;
17355;Umgalelo Products;Night Cream 50ml  ;14.01.22;14.02.2022;8X3;14.01.2022;14.01.2022;Artwork revised after 1st off trial;
17356;Umgalelo Products;Day Cream 50ml;14.01.22;14.02.2022;8X3;14.01.2022;14.01.2022;Artwork revised after 1st off trial;
17385;Aloe Ferox;Aloe Ferox Night Cream 50ml;09.12.21;10.12.2021;8X3;06.12.2021;;;
17386;Aloe Ferox;Aloe Ferox Sun Care SPF150ml;09.12.21;10.12.2021;8X3;06.12.2021;;;
17387;Aloe Ferox;Aloe Ferox Super Aloe Gel 150ml;09.12.21;10.12.2021;8X3;06.12.2021;;;
17388;Aloe Ferox;Aloe Ferox Moisturizer SPF15 150ml;09.12.21;10.12.2021;8X3;06.12.2021;;;
17412;Kool a Sun;Ndalo Earth SPF40 100ml;13.12.21;14.12.2021;8X3;08.12.2021;;;
17417;Mosaic;Woolworths Longmarket Moisturiser 125ml;14.01.22;24.01.2022;8X3;13.01.2022;;;
17418;Mosaic;Woolworths Longmarket Shave Cream 125ml;14.01.22;24.01.2022;8X3;13.01.2022;;;
17419;Mosaic;Woolworths Longmarket Shaving Balm 125ml;14.01.22;24.01.2022;8X3;13.01.2022;;;
17420;Mosaic;Woolworths Longmarket Thermal Charcoal Mask 75ml;14.01.22;24.01.2022;8X3;13.01.2022;;;
17431;Adcock Ingram;Epimax Original Body Wash 25ml;17.01.22;28.01.2022;8X3;01.11.2022;;;
17432;Adcock Ingram;Epimax Oatmeal Body Wash 25ml;17.01.22;28.01.2022;8X3;01.11.2022;;;
17433;Adcock Ingram;Epimax Baby and Junior Body Wash 25ml;17.01.22;28.01.2022;8X3;01.11.2022;;;
17440;Creighton Prod.;Everyday Mini H & N Yellow Awake 25ml;21.01.22;26.01.2022;8X3;12.01.2022;;;
17441;Creighton Prod.;Everyday Mini H & N Cream Lilac Dream 25ml;21.01.22;26.01.2022;8X3;12.01.2022;;;
17442;Creighton Prod.;Everyday Mini H & N Cream Oatmeal Calm 25ml;21.01.22;26.01.2022;8X3;12.01.2022;;;
17443;Creighton Prod.;Everyday Mini H & N Cream Pink Energy 25ml;21.01.22;26.01.2022;8X3;12.01.2022;;;
17444;Creighton Prod.;Everyday Mini H & N Cream Green Fresh 25ml;21.01.22;26.01.2022;8X3;12.01.2022;;;
17447;Parceval Pharmaceuticals;Medirite Aloe Vera Gel - 75ml;24.01.22;26.02.2022;8X3;14.12.2021;;;
